Trader_Type,Transaction_Type,Stock_Symbol,Trade_Volume,Sentiment_Score,Price_Impact,Transaction_Date
Whale,Buy,NVDA,514264,0.73,45.69,2023-10-16
Retail Investor,Buy,TSLA,29,0.21,0.0,2022-09-04
Whale,Buy,AAPL,116207,0.4,9.71,2022-05-03
Retail Investor,Buy,META,239,0.6,0.04,2019-01-03
Insider,Buy,AMZN,3490,0.25,0.13,2021-06-11
Insider,Sell,META,5580,-0.77,-0.14,2021-04-12
Insider,Buy,GOOGL,4389,0.75,0.39,2020-01-30
Retail Investor,Sell,MSFT,49,-0.81,-0.01,2023-01-25
Whale,Sell,AAPL,193966,-0.37,-10.45,2023-11-12
Retail Investor,Sell,AAPL,142,-0.2,-0.01,2019-10-05
Retail Investor,Sell,BTC,131,-0.74,-0.02,2021-08-08
Insider,Buy,SPY,5538,0.67,0.58,2021-03-21
Insider,Sell,GOOGL,1524,-0.59,-0.04,2021-04-04
Retail Investor,Buy,MSFT,455,0.7,0.08,2019-01-26
Whale,Buy,META,609244,0.7,89.45,2021-05-16
Retail Investor,Buy,AAPL,189,0.57,0.02,2023-08-30
Whale,Buy,META,187911,0.52,23.28,2019-05-14
Insider,Buy,GOOGL,6352,0.69,0.42,2023-07-16
Retail Investor,Buy,NVDA,28,0.42,0.0,2021-02-14
Insider,Buy,ETH,4117,0.66,0.17,2022-11-08
Whale,Buy,META,750163,0.7,78.67,2020-10-14
Insider,Sell,META,2481,-0.44,-0.17,2019-02-08
Insider,Sell,NVDA,3694,-0.33,-0.12,2020-11-21
Whale,Sell,NVDA,788583,-0.71,-71.13,2019-04-10
Insider,Sell,TSLA,4367,-0.8,-0.91,2023-01-27
Insider,Sell,AMZN,3283,-0.86,-0.66,2023-01-17
Retail Investor,Buy,BTC,315,0.46,0.04,2022-06-11
Insider,Sell,GOOGL,8077,-0.59,-0.87,2022-07-30
Whale,Buy,NVDA,219364,0.68,41.61,2023-04-15
Whale,Buy,TSLA,267792,0.59,45.48,2022-03-05
Insider,Sell,MSFT,8285,-0.84,-1.57,2023-10-02
Retail Investor,Buy,BTC,255,0.75,0.03,2021-01-23
Insider,Sell,NVDA,8368,-0.86,-0.4,2021-03-28
Whale,Sell,GOOGL,511588,-0.59,-45.92,2021-11-06
Retail Investor,Buy,MSFT,456,0.54,0.07,2022-07-02
Retail Investor,Buy,ETH,350,0.83,0.03,2023-12-13
Retail Investor,Sell,GOOGL,416,-0.45,-0.03,2023-12-08
Insider,Sell,ETH,4997,-0.4,-0.55,2020-09-27
Whale,Buy,GOOGL,642130,0.77,88.27,2023-12-16
Insider,Buy,AAPL,8805,0.59,1.22,2019-12-16
Retail Investor,Buy,ETH,281,0.89,0.02,2023-09-02
Insider,Buy,ETH,4142,0.42,0.44,2020-07-28
Insider,Buy,META,6509,0.5,0.86,2023-07-27
Insider,Buy,AAPL,2708,0.66,0.37,2020-12-30
Retail Investor,Buy,META,405,0.6,0.01,2020-07-03
Insider,Buy,SPY,1035,0.72,0.04,2023-09-11
Insider,Buy,BTC,6722,0.55,0.18,2022-10-26
Retail Investor,Buy,META,224,0.35,0.0,2020-08-07
Retail Investor,Sell,NVDA,471,-0.38,-0.02,2019-03-06
Insider,Buy,MSFT,3129,0.71,0.57,2019-10-09
Retail Investor,Buy,META,320,0.67,0.01,2020-11-03
Insider,Buy,AMZN,7822,0.76,0.71,2021-06-05
Insider,Buy,MSFT,3206,0.56,0.18,2022-08-03
Retail Investor,Buy,TSLA,134,0.8,0.02,2021-08-11
Insider,Buy,META,2784,0.35,0.22,2020-10-23
Insider,Buy,NVDA,9428,0.44,0.54,2021-06-09
Retail Investor,Buy,AMZN,423,0.66,0.04,2021-07-30
Whale,Buy,META,234005,0.28,15.48,2019-06-03
Insider,Sell,TSLA,8521,-0.8,-0.15,2021-03-12
Whale,Buy,BTC,945064,0.35,48.33,2020-06-11
Whale,Sell,ETH,115616,-0.33,-2.41,2019-05-26
Retail Investor,Buy,TSLA,413,0.76,0.05,2021-03-26
Retail Investor,Buy,MSFT,68,0.2,0.0,2022-07-28
Retail Investor,Sell,SPY,89,-0.33,-0.01,2023-08-21
Retail Investor,Sell,TSLA,139,-0.43,-0.02,2021-11-18
Retail Investor,Buy,NVDA,384,0.55,0.01,2021-08-06
Insider,Buy,BTC,1528,0.29,0.11,2021-11-11
Retail Investor,Sell,BTC,203,-0.44,-0.01,2022-02-15
Retail Investor,Sell,MSFT,281,-0.4,-0.02,2019-03-15
Insider,Buy,NVDA,8188,0.72,1.45,2021-03-31
Retail Investor,Sell,AMZN,40,-0.74,-0.0,2023-06-25
Whale,Sell,TSLA,755705,-0.76,-143.16,2020-11-10
Insider,Sell,TSLA,6938,-0.65,-0.05,2023-11-11
Whale,Buy,META,64470,0.28,4.55,2021-08-06
Insider,Sell,GOOGL,9611,-0.2,-0.46,2020-08-24
Retail Investor,Sell,AAPL,65,-0.67,-0.01,2024-01-09
Insider,Buy,AMZN,1765,0.65,0.05,2021-06-14
Whale,Buy,AAPL,896294,0.7,38.61,2022-04-11
Retail Investor,Sell,NVDA,459,-0.31,-0.01,2022-03-30
Whale,Sell,MSFT,231066,-0.51,-30.21,2023-11-16
Whale,Sell,MSFT,940882,-0.49,-76.28,2022-11-06
Retail Investor,Buy,AMZN,243,0.9,0.0,2019-07-23
Insider,Sell,NVDA,2934,-0.71,-0.54,2023-07-28
Retail Investor,Sell,TSLA,450,-0.34,-0.03,2019-03-21
Insider,Buy,TSLA,3881,0.38,0.13,2020-10-17
Retail Investor,Sell,MSFT,192,-0.84,-0.01,2022-06-27
Insider,Sell,MSFT,9458,-0.28,-0.03,2024-01-26
Insider,Sell,AAPL,7863,-0.86,-1.81,2019-09-30
Retail Investor,Buy,GOOGL,26,0.46,0.0,2020-04-08
Whale,Sell,GOOGL,736283,-0.61,-124.47,2020-07-06
Insider,Sell,ETH,4804,-0.5,-0.43,2022-08-19
Whale,Buy,MSFT,180953,0.55,9.24,2021-06-30
Retail Investor,Buy,GOOGL,74,0.45,0.01,2020-11-13
Retail Investor,Sell,BTC,267,-0.55,-0.03,2022-10-15
Whale,Sell,AAPL,471324,-0.25,-21.27,2023-06-25
Retail Investor,Sell,GOOGL,288,-0.9,-0.05,2023-10-30
Whale,Buy,TSLA,463072,0.74,29.74,2021-11-17
Retail Investor,Buy,SPY,337,0.34,0.01,2023-12-23
Whale,Sell,BTC,311085,-0.34,-31.29,2023-01-25
Whale,Buy,AMZN,624915,0.87,85.91,2022-05-04
Whale,Buy,SPY,566373,0.68,86.61,2019-04-30
Insider,Sell,BTC,4083,-0.44,-0.22,2020-07-17
Insider,Sell,SPY,7015,-0.23,-0.38,2020-03-26
Whale,Sell,AAPL,137266,-0.74,-16.93,2021-10-24
Whale,Sell,MSFT,598303,-0.31,-17.15,2022-10-14
Whale,Buy,ETH,561524,0.55,23.86,2019-04-29
Whale,Sell,NVDA,981436,-0.82,-117.04,2020-09-24
Insider,Sell,AMZN,8161,-0.79,-1.75,2021-07-05
Insider,Buy,ETH,7307,0.36,0.72,2020-01-18
Insider,Buy,SPY,9820,0.27,0.29,2021-11-13
Insider,Buy,BTC,7132,0.25,0.39,2019-07-12
Retail Investor,Buy,NVDA,384,0.7,0.07,2022-09-27
Whale,Sell,AMZN,262748,-0.25,-17.36,2022-09-24
Insider,Buy,BTC,9382,0.53,1.09,2022-12-07
Whale,Buy,BTC,633940,0.85,9.79,2020-04-10
Insider,Buy,SPY,5095,0.6,0.62,2021-08-25
Retail Investor,Sell,GOOGL,450,-0.77,-0.01,2020-08-13
Retail Investor,Sell,META,158,-0.35,-0.01,2022-08-29
Retail Investor,Sell,GOOGL,264,-0.4,-0.01,2019-08-28
Insider,Buy,AAPL,7187,0.5,0.92,2019-11-03
Retail Investor,Sell,GOOGL,433,-0.8,-0.09,2021-10-27
Insider,Sell,META,5607,-0.26,-0.02,2020-09-03
Retail Investor,Buy,ETH,46,0.46,0.0,2020-11-10
Retail Investor,Buy,BTC,421,0.82,0.06,2022-08-06
Retail Investor,Sell,MSFT,216,-0.49,-0.01,2023-03-18
Insider,Sell,MSFT,1987,-0.83,-0.04,2020-08-29
Insider,Buy,AAPL,1517,0.54,0.08,2021-11-11
Insider,Buy,AAPL,5284,0.9,1.17,2021-03-29
Retail Investor,Sell,MSFT,237,-0.7,-0.0,2021-08-25
Insider,Buy,META,5829,0.58,0.95,2020-11-03
Retail Investor,Sell,ETH,445,-0.47,-0.06,2023-02-06
Insider,Sell,SPY,3313,-0.37,-0.21,2022-05-08
Whale,Sell,ETH,449827,-0.67,-58.71,2020-04-19
Insider,Sell,AAPL,1987,-0.43,-0.09,2019-06-01
Insider,Sell,TSLA,9849,-0.37,-0.67,2020-03-22
Retail Investor,Buy,AMZN,213,0.73,0.02,2022-06-28
Retail Investor,Sell,ETH,237,-0.46,-0.03,2019-10-09
Whale,Buy,SPY,920335,0.67,45.29,2021-11-10
Whale,Sell,AAPL,255275,-0.47,-16.22,2021-02-16
Retail Investor,Sell,MSFT,105,-0.35,-0.0,2019-10-27
Whale,Sell,AMZN,723882,-0.34,-29.27,2020-09-05
Retail Investor,Buy,TSLA,384,0.45,0.05,2022-03-03
Insider,Sell,NVDA,6422,-0.44,-0.06,2019-03-14
Insider,Sell,NVDA,5776,-0.82,-0.41,2022-06-14
Retail Investor,Buy,MSFT,159,0.33,0.0,2019-07-24
Whale,Buy,NVDA,238051,0.25,13.09,2022-10-27
Retail Investor,Buy,BTC,61,0.36,0.0,2019-05-09
Whale,Buy,GOOGL,841147,0.23,27.39,2022-12-20
Insider,Buy,AAPL,7358,0.76,0.44,2020-01-04
Insider,Buy,META,6937,0.72,1.2,2022-01-06
Retail Investor,Buy,AAPL,172,0.85,0.04,2020-08-22
Insider,Sell,TSLA,3269,-0.87,-0.38,2019-04-21
Insider,Sell,AAPL,5161,-0.33,-0.08,2020-05-18
Whale,Buy,MSFT,101766,0.54,3.15,2020-04-10
Insider,Sell,SPY,1614,-0.72,-0.08,2021-06-02
Whale,Sell,AMZN,781448,-0.8,-133.52,2019-08-20
Retail Investor,Sell,META,435,-0.68,-0.04,2023-03-21
Insider,Sell,AAPL,4831,-0.3,-0.2,2022-12-28
Retail Investor,Sell,AMZN,120,-0.85,-0.03,2020-08-26
Whale,Sell,MSFT,359186,-0.55,-29.31,2022-07-16
Whale,Buy,AMZN,579191,0.76,4.58,2023-05-31
Retail Investor,Sell,META,214,-0.69,-0.02,2022-04-09
Insider,Buy,AMZN,5556,0.63,0.8,2023-11-03
Retail Investor,Buy,NVDA,18,0.27,0.0,2022-11-20
Retail Investor,Buy,ETH,18,0.28,0.0,2022-03-03
Whale,Buy,META,234305,0.29,18.22,2020-10-05
Insider,Buy,TSLA,6107,0.29,0.49,2020-03-10
Insider,Buy,AAPL,7147,0.84,1.66,2023-07-31
Insider,Buy,AMZN,3178,0.7,0.39,2023-10-10
Whale,Buy,GOOGL,744053,0.31,45.66,2020-09-24
Retail Investor,Sell,AAPL,331,-0.5,-0.01,2020-02-23
Retail Investor,Buy,AMZN,218,0.44,0.02,2022-06-07
Whale,Buy,MSFT,935844,0.21,9.88,2023-05-25
Retail Investor,Sell,AAPL,463,-0.89,-0.0,2022-01-08
Insider,Sell,ETH,9077,-0.45,-1.21,2021-08-04
Whale,Sell,AMZN,746759,-0.37,-11.25,2022-10-25
Retail Investor,Buy,META,280,0.39,0.03,2019-05-30
Retail Investor,Sell,TSLA,122,-0.53,-0.01,2019-07-13
Retail Investor,Sell,SPY,80,-0.72,-0.01,2019-12-05
Retail Investor,Buy,ETH,179,0.57,0.02,2019-11-02
Whale,Sell,GOOGL,17896,-0.46,-0.15,2023-10-04
Retail Investor,Buy,MSFT,93,0.2,0.0,2020-11-21
Retail Investor,Sell,SPY,369,-0.41,-0.0,2022-08-02
Retail Investor,Sell,AAPL,370,-0.67,-0.02,2019-11-02
Whale,Buy,MSFT,263844,0.3,12.3,2023-05-05
Insider,Buy,SPY,1442,0.4,0.11,2019-03-25
Whale,Sell,SPY,559131,-0.79,-79.03,2019-11-23
Insider,Sell,BTC,9322,-0.4,-1.05,2019-05-13
Retail Investor,Buy,META,383,0.34,0.02,2021-10-07
Whale,Buy,NVDA,61867,0.55,2.74,2021-11-09
Retail Investor,Buy,GOOGL,347,0.87,0.06,2019-11-12
Retail Investor,Buy,NVDA,54,0.76,0.01,2022-08-09
Insider,Sell,TSLA,5898,-0.57,-0.7,2019-11-06
Retail Investor,Sell,TSLA,443,-0.33,-0.03,2020-03-20
Whale,Buy,SPY,872722,0.66,129.82,2020-01-29
Retail Investor,Buy,NVDA,199,0.59,0.01,2021-11-20
Whale,Buy,META,54635,0.8,10.04,2021-10-29
Insider,Buy,AAPL,3578,0.88,0.91,2021-04-06
Whale,Buy,NVDA,379129,0.76,37.71,2020-05-02
Retail Investor,Sell,MSFT,133,-0.56,-0.0,2024-01-27
Insider,Buy,AMZN,3733,0.62,0.14,2021-07-05
Retail Investor,Sell,BTC,418,-0.22,-0.0,2022-08-11
Insider,Buy,AAPL,9052,0.21,0.36,2020-02-26
Insider,Buy,AAPL,9492,0.75,0.69,2021-07-07
Retail Investor,Buy,AAPL,349,0.64,0.06,2022-03-12
Retail Investor,Sell,GOOGL,232,-0.6,-0.02,2019-11-13
Insider,Buy,AAPL,5548,0.49,0.64,2022-04-27
Whale,Buy,ETH,251638,0.88,39.05,2023-02-17
Retail Investor,Buy,AAPL,281,0.51,0.01,2020-04-09
Whale,Buy,MSFT,343023,0.84,63.96,2022-07-14
Retail Investor,Sell,AMZN,38,-0.21,-0.0,2020-01-31
Retail Investor,Sell,NVDA,466,-0.87,-0.07,2022-11-06
Insider,Sell,ETH,5711,-0.43,-0.15,2021-08-04
Retail Investor,Buy,GOOGL,137,0.87,0.02,2023-05-02
Retail Investor,Buy,SPY,60,0.25,0.0,2021-09-05
Insider,Sell,MSFT,4851,-0.21,-0.21,2020-03-31
Insider,Sell,SPY,4379,-0.41,-0.37,2021-01-21
Retail Investor,Sell,NVDA,303,-0.78,-0.06,2022-07-04
Insider,Buy,META,6542,0.68,1.17,2022-01-20
Retail Investor,Buy,MSFT,446,0.35,0.01,2021-05-15
Insider,Buy,MSFT,6913,0.41,0.74,2022-04-10
Retail Investor,Sell,ETH,44,-0.5,-0.0,2019-06-10
Retail Investor,Buy,ETH,450,0.23,0.03,2020-06-01
Retail Investor,Sell,META,246,-0.48,-0.01,2022-12-05
Whale,Buy,META,122787,0.36,1.22,2021-05-18
Whale,Buy,GOOGL,747820,0.47,59.8,2019-12-19
Insider,Buy,TSLA,3411,0.58,0.14,2020-12-19
Retail Investor,Sell,SPY,60,-0.76,-0.0,2021-06-06
Whale,Buy,ETH,483368,0.85,31.84,2023-01-16
Insider,Buy,BTC,2065,0.54,0.27,2019-08-16
Insider,Buy,AMZN,4149,0.82,0.77,2019-10-03
Whale,Buy,AMZN,96753,0.49,10.51,2020-05-12
Retail Investor,Buy,AAPL,499,0.86,0.04,2023-10-10
Retail Investor,Buy,META,181,0.68,0.02,2019-06-10
Retail Investor,Buy,ETH,197,0.24,0.0,2020-04-30
Retail Investor,Buy,AMZN,425,0.33,0.02,2023-10-24
Insider,Buy,BTC,3872,0.68,0.7,2020-05-26
Whale,Sell,ETH,635446,-0.66,-99.84,2022-05-03
Insider,Buy,MSFT,4548,0.88,0.55,2023-03-03
Whale,Buy,GOOGL,219413,0.68,44.76,2023-06-18
Whale,Sell,AAPL,702053,-0.84,-167.95,2020-02-11
Insider,Buy,BTC,8123,0.22,0.44,2024-01-13
Insider,Buy,MSFT,3019,0.83,0.65,2023-10-11
Insider,Sell,AMZN,7119,-0.63,-0.49,2021-09-22
Insider,Sell,AAPL,1381,-0.71,-0.06,2022-02-01
Whale,Buy,NVDA,590037,0.61,47.94,2022-11-07
Retail Investor,Buy,AMZN,392,0.23,0.01,2023-12-07
Retail Investor,Buy,ETH,115,0.88,0.02,2020-12-09
Insider,Sell,AMZN,8078,-0.56,-0.94,2019-06-24
Retail Investor,Buy,SPY,169,0.8,0.01,2022-01-16
Retail Investor,Buy,AMZN,495,0.57,0.04,2019-12-10
Insider,Sell,SPY,6108,-0.73,-0.3,2022-02-26
Insider,Buy,GOOGL,9478,0.63,0.9,2022-01-08
Retail Investor,Sell,GOOGL,66,-0.24,-0.0,2021-03-11
Whale,Buy,TSLA,947338,0.49,33.91,2024-02-12
Insider,Buy,META,7820,0.74,0.54,2020-02-17
Insider,Sell,AMZN,2513,-0.27,-0.08,2021-05-19
Whale,Sell,META,964694,-0.26,-41.28,2021-05-04
Retail Investor,Buy,NVDA,138,0.45,0.01,2019-02-13
Retail Investor,Sell,META,89,-0.5,-0.0,2023-10-12
Whale,Buy,TSLA,628896,0.88,98.55,2021-11-17
Retail Investor,Sell,AMZN,417,-0.28,-0.02,2023-04-20
Retail Investor,Buy,ETH,51,0.37,0.0,2021-03-19
Retail Investor,Sell,SPY,243,-0.72,-0.0,2022-01-29
Whale,Sell,AAPL,80948,-0.64,-5.01,2019-01-06
Whale,Sell,MSFT,323151,-0.41,-16.55,2023-04-28
Insider,Sell,AAPL,6806,-0.81,-0.6,2021-11-27
Insider,Buy,AAPL,3246,0.21,0.17,2021-10-04
Whale,Sell,SPY,997085,-0.86,-25.45,2023-04-08
Whale,Buy,NVDA,207347,0.28,5.17,2022-09-14
Retail Investor,Buy,GOOGL,385,0.28,0.02,2020-04-20
Retail Investor,Sell,BTC,365,-0.47,-0.03,2022-05-15
Whale,Buy,AAPL,527546,0.26,36.42,2021-07-25
Whale,Buy,NVDA,927803,0.38,16.38,2020-10-12
Retail Investor,Sell,NVDA,21,-0.36,-0.0,2021-01-18
Insider,Sell,NVDA,2035,-0.61,-0.05,2022-11-04
Insider,Sell,NVDA,5910,-0.48,-0.05,2023-10-16
Retail Investor,Sell,META,459,-0.67,-0.06,2021-10-28
Whale,Sell,TSLA,562619,-0.35,-2.52,2020-05-15
Retail Investor,Buy,NVDA,231,0.78,0.04,2023-07-23
Retail Investor,Buy,NVDA,394,0.75,0.01,2021-07-01
Whale,Buy,MSFT,990343,0.58,124.37,2024-01-09
Whale,Buy,BTC,913566,0.76,178.92,2019-06-30
Retail Investor,Sell,META,6,-0.86,-0.0,2022-12-17
Retail Investor,Buy,TSLA,456,0.49,0.03,2019-05-14
Whale,Sell,TSLA,106037,-0.42,-9.68,2020-04-30
Insider,Buy,GOOGL,1611,0.64,0.15,2020-07-03
Insider,Buy,BTC,9549,0.55,1.25,2023-05-31
Whale,Buy,BTC,593052,0.86,39.38,2020-02-27
Insider,Buy,META,5163,0.7,0.07,2023-05-18
Retail Investor,Buy,AAPL,385,0.54,0.04,2024-01-15
Whale,Buy,TSLA,17539,0.66,3.26,2020-04-19
Retail Investor,Sell,ETH,118,-0.51,-0.0,2023-01-03
Retail Investor,Buy,META,252,0.79,0.01,2021-08-08
Retail Investor,Buy,SPY,206,0.81,0.03,2023-04-22
Whale,Buy,SPY,15365,0.46,0.83,2019-04-25
Whale,Sell,ETH,791618,-0.27,-58.81,2020-06-09
Insider,Sell,AAPL,5829,-0.6,-0.58,2023-04-02
Insider,Sell,MSFT,6334,-0.34,-0.3,2023-06-11
Whale,Buy,SPY,357023,0.77,77.59,2024-01-02
Whale,Buy,ETH,189007,0.73,26.02,2022-11-05
Whale,Buy,GOOGL,956787,0.71,191.48,2020-01-30
Insider,Sell,META,3280,-0.53,-0.34,2019-06-18
Insider,Sell,ETH,6651,-0.44,-0.16,2019-04-01
Retail Investor,Buy,AAPL,490,0.86,0.07,2022-04-01
Whale,Buy,AMZN,678412,0.25,7.37,2020-07-10
Retail Investor,Sell,META,271,-0.31,-0.0,2021-08-18
Insider,Buy,META,8584,0.82,1.9,2019-07-13
Retail Investor,Buy,NVDA,457,0.23,0.01,2022-04-20
Insider,Sell,AAPL,1655,-0.22,-0.04,2023-07-13
Insider,Buy,SPY,2734,0.41,0.22,2019-08-04
Insider,Buy,BTC,9099,0.25,0.39,2020-03-01
Retail Investor,Buy,BTC,298,0.46,0.01,2020-11-30
Whale,Sell,META,597286,-0.85,-94.86,2023-04-26
Whale,Sell,SPY,801777,-0.83,-70.41,2022-06-03
Insider,Buy,TSLA,6289,0.33,0.13,2022-12-16
Whale,Sell,NVDA,461616,-0.38,-20.15,2023-01-10
Retail Investor,Sell,ETH,443,-0.39,-0.04,2023-11-20
Retail Investor,Sell,ETH,334,-0.48,-0.03,2023-12-20
Whale,Buy,NVDA,117260,0.28,2.33,2019-07-01
Insider,Sell,ETH,2210,-0.64,-0.33,2021-12-08
Insider,Buy,ETH,1490,0.28,0.01,2021-10-15
Insider,Buy,AMZN,8781,0.52,1.13,2023-07-25
Insider,Buy,SPY,3230,0.35,0.17,2019-03-20
Whale,Buy,GOOGL,239005,0.66,28.32,2024-01-02
Whale,Buy,AAPL,530757,0.26,17.53,2023-08-11
Retail Investor,Buy,MSFT,25,0.66,0.0,2019-06-05
Retail Investor,Sell,AMZN,394,-0.83,-0.09,2021-12-15
Retail Investor,Buy,BTC,42,0.44,0.0,2022-09-12
Insider,Sell,MSFT,5898,-0.63,-0.38,2023-11-26
Whale,Sell,AAPL,120228,-0.63,-11.84,2019-02-24
Whale,Buy,AMZN,778437,0.69,92.32,2023-08-04
Whale,Buy,AMZN,926961,0.51,10.89,2020-01-02
Retail Investor,Sell,AMZN,136,-0.61,-0.0,2024-01-16
Whale,Sell,AMZN,498922,-0.43,-7.92,2021-04-23
Whale,Buy,MSFT,441001,0.75,87.0,2021-11-07
Whale,Buy,AAPL,194154,0.74,22.1,2020-11-23
Whale,Sell,GOOGL,327870,-0.69,-37.94,2021-11-04
Whale,Buy,NVDA,882955,0.79,59.3,2022-04-20
Retail Investor,Sell,NVDA,433,-0.42,-0.02,2019-01-12
Retail Investor,Buy,NVDA,220,0.38,0.02,2020-01-20
Retail Investor,Buy,BTC,109,0.88,0.0,2019-01-11
Whale,Sell,AMZN,649622,-0.84,-51.84,2023-08-04
Retail Investor,Sell,MSFT,356,-0.38,-0.03,2023-08-20
Retail Investor,Sell,ETH,237,-0.42,-0.01,2023-11-21
Retail Investor,Sell,BTC,136,-0.86,-0.02,2022-01-03
Retail Investor,Sell,SPY,228,-0.78,-0.02,2020-05-10
Insider,Buy,MSFT,7758,0.26,0.13,2023-03-30
Retail Investor,Buy,MSFT,360,0.31,0.0,2019-03-29
Insider,Buy,META,6622,0.72,0.26,2020-10-14
Retail Investor,Sell,ETH,489,-0.7,-0.0,2023-02-09
Retail Investor,Buy,GOOGL,303,0.77,0.07,2019-03-22
Insider,Sell,TSLA,4071,-0.59,-0.46,2023-05-29
Whale,Buy,SPY,573477,0.36,19.47,2019-04-06
Retail Investor,Buy,TSLA,426,0.49,0.01,2023-10-21
Retail Investor,Buy,ETH,360,0.27,0.01,2021-03-26
Retail Investor,Buy,GOOGL,130,0.46,0.01,2022-09-12
Retail Investor,Sell,META,206,-0.67,-0.04,2019-05-21
Whale,Buy,AMZN,904566,0.37,66.74,2019-07-11
Retail Investor,Sell,TSLA,47,-0.75,-0.01,2022-04-05
Insider,Sell,TSLA,3859,-0.82,-0.63,2020-11-23
Insider,Buy,GOOGL,7691,0.37,0.67,2023-03-10
Insider,Sell,META,4123,-0.67,-0.59,2020-12-11
Whale,Sell,AAPL,355509,-0.6,-3.9,2023-01-14
Whale,Buy,ETH,302376,0.55,44.59,2023-04-27
Insider,Buy,SPY,3668,0.39,0.04,2023-09-14
Insider,Buy,ETH,2271,0.45,0.19,2023-09-01
Whale,Buy,SPY,120179,0.53,14.25,2021-12-19
Whale,Sell,SPY,448575,-0.32,-1.71,2020-03-16
Retail Investor,Sell,AMZN,243,-0.62,-0.02,2019-04-17
Whale,Buy,BTC,587301,0.43,4.25,2022-05-25
Whale,Sell,BTC,412133,-0.24,-11.69,2021-11-17
Insider,Sell,TSLA,9946,-0.23,-0.62,2019-05-20
Insider,Sell,ETH,2060,-0.7,-0.28,2021-08-07
Insider,Buy,GOOGL,8469,0.88,1.16,2020-06-21
Whale,Buy,TSLA,704104,0.27,52.79,2023-04-11
Retail Investor,Buy,NVDA,351,0.3,0.01,2022-12-16
Insider,Buy,ETH,8690,0.33,0.15,2020-11-22
Whale,Sell,MSFT,457550,-0.61,-27.93,2022-04-07
Retail Investor,Sell,AMZN,210,-0.7,-0.04,2019-05-13
Retail Investor,Buy,MSFT,346,0.79,0.05,2023-05-06
Retail Investor,Sell,SPY,389,-0.71,-0.03,2019-12-19
Whale,Buy,GOOGL,565148,0.76,32.39,2023-02-26
Whale,Buy,AAPL,632499,0.68,44.85,2021-08-09
Whale,Buy,AAPL,603080,0.43,37.27,2022-06-19
Retail Investor,Buy,ETH,121,0.41,0.0,2021-10-28
Whale,Sell,AAPL,81581,-0.45,-8.76,2021-02-11
Whale,Buy,META,450737,0.64,81.88,2020-12-27
Retail Investor,Sell,BTC,33,-0.35,-0.0,2021-02-19
Retail Investor,Sell,AMZN,133,-0.85,-0.01,2023-06-16
Whale,Buy,AMZN,212425,0.81,47.24,2022-04-19
Retail Investor,Sell,AMZN,229,-0.38,-0.02,2022-09-27
Insider,Buy,META,7621,0.78,0.92,2021-01-20
Retail Investor,Sell,BTC,137,-0.36,-0.01,2019-02-21
Retail Investor,Buy,GOOGL,451,0.24,0.03,2021-05-09
Retail Investor,Sell,GOOGL,361,-0.39,-0.04,2022-07-15
Insider,Buy,TSLA,6052,0.87,1.52,2019-03-12
Retail Investor,Sell,MSFT,70,-0.73,-0.01,2022-11-17
Insider,Sell,META,1305,-0.41,-0.04,2022-07-23
Retail Investor,Buy,MSFT,26,0.32,0.0,2020-12-30
Retail Investor,Buy,TSLA,495,0.22,0.03,2021-10-14
Retail Investor,Sell,MSFT,213,-0.85,-0.02,2020-04-14
Retail Investor,Buy,MSFT,52,0.26,0.0,2020-03-25
Insider,Sell,TSLA,2699,-0.21,-0.1,2021-02-07
Retail Investor,Sell,ETH,442,-0.21,-0.02,2020-12-04
Retail Investor,Sell,SPY,8,-0.65,-0.0,2023-03-22
Retail Investor,Buy,BTC,177,0.43,0.01,2021-05-03
Whale,Sell,GOOGL,290356,-0.51,-7.99,2020-07-25
Insider,Sell,TSLA,6965,-0.33,-0.69,2023-05-02
Insider,Buy,AMZN,1451,0.73,0.29,2022-01-30
Retail Investor,Sell,GOOGL,222,-0.73,-0.0,2020-09-02
Insider,Sell,BTC,4576,-0.24,-0.29,2022-02-23
Retail Investor,Sell,META,127,-0.67,-0.02,2021-12-13
Whale,Sell,TSLA,636091,-0.28,-8.18,2023-07-20
Retail Investor,Sell,AAPL,487,-0.88,-0.09,2020-04-19
Whale,Sell,TSLA,678111,-0.43,-8.41,2021-05-26
Insider,Buy,BTC,1355,0.79,0.02,2022-07-31
Insider,Buy,GOOGL,3531,0.65,0.09,2022-07-07
Insider,Sell,GOOGL,2211,-0.45,-0.19,2020-08-05
Retail Investor,Sell,TSLA,328,-0.74,-0.06,2023-11-27
Whale,Buy,AMZN,806538,0.84,111.36,2021-02-05
Whale,Sell,AAPL,211733,-0.34,-14.78,2023-03-19
Whale,Buy,ETH,874697,0.71,82.48,2019-04-22
Whale,Sell,GOOGL,828850,-0.81,-102.22,2020-06-20
Retail Investor,Buy,NVDA,5,0.58,0.0,2021-10-06
Whale,Sell,AMZN,515586,-0.35,-4.7,2021-12-04
Retail Investor,Buy,GOOGL,130,0.6,0.01,2022-09-16
Retail Investor,Sell,META,419,-0.45,-0.0,2021-09-29
Whale,Buy,ETH,562264,0.67,77.99,2019-10-19
Whale,Buy,GOOGL,233380,0.47,6.3,2023-01-31
Insider,Buy,SPY,9239,0.36,0.39,2023-07-20
Retail Investor,Buy,MSFT,82,0.23,0.0,2019-05-02
Insider,Sell,GOOGL,2922,-0.82,-0.69,2022-02-19
